id,train_or_test,length,Title,Author,date,lang,date-bucket,length-log,the,and,of,to,in,that,a,is,it,be
1217,train,1140,"A Catalogue of the prelates and clergy of the province of Canterbury, in the lower House of Convocation now sitting at Westminster",,1661,English,1650-1699,7,0.04912280701754386,0.0035087719298245615,0.17982456140350878,0.0,0.0035087719298245615,0.0,0.0008771929824561404,0.0,0.0,0.0
1218,train,9407,A Catechism containing the substance of the Christian religion in the words and phrases of Scripture.,,1693,English,1650-1699,9,0.050600616562134576,0.04071436164558308,0.027320080790900394,0.03178484107579462,0.01626448389497183,0.020835547996173064,0.024024662485383225,0.01924099075156798,0.0070160518762623575,0.010630381630700542
1219,test,30227,"Self-conflict, or, The powerful motions between the flesh & spirit represented in the person and upon the occasion of Joseph when by Potiphar's wife he was enticed to adultery : a divine poem / written originally in Low Dutch by Jacob Catts ... ; and from thence translated.; Self-stryt. English","Cats, Jacob, 1577-1660.; Quarles, John, 1624-1665.; Quarles, John, 1624-1665. Triumphant chastity.",1680,English,1650-1699,10,0.0245145068978066,0.023158103682138487,0.01624375558275714,0.02206636450855196,0.01700466470374169,0.013597115161941311,0.011115889767426473,0.011645217851589638,0.008204585304529064,0.008204585304529064
1220,train,12757,The duty and benefit of submission to the will of God in afflictions discovered in two sermons delivered upon a special occasion at Stapleford in Leichestershire / by John Cave ...,"Cave, John, d. 1690.",1682,English,1650-1699,9,0.04828721486242847,0.0501685349220036,0.047033001489378376,0.027749470878733244,0.02218389903582347,0.01371795876773536,0.015285725484047972,0.01128792035745081,0.008622716939719369,0.0074468919024849095
1221,train,15498,"King David's deliverance, and thanksgiving applied to the case of our King and nation, in two sermons, the one preached on the second, the other on the ninth of September, 1683 / by John Cave ...","Cave, John, d. 1690.",1683,English,1650-1699,9,0.05620080010323912,0.053103626274357975,0.04452187379016647,0.02561620854303781,0.019744483159117303,0.012840366498903083,0.01451800232288037,0.0069686411149825775,0.01129177958446251,0.006065298748225577
1222,test,32040,"Independency further proved to be a schism, or, A survey of Dr Owens review of his tract of schism with a vindication of the author from his unjust clamours and false aspersions / by D. Cawdrey ...","Cawdrey, Daniel, 1588-1664.",1658,English,1650-1699,10,0.0450374531835206,0.0283083645443196,0.039887640449438204,0.027403245942571784,0.02050561797752809,0.02112983770287141,0.01735330836454432,0.014169787765293382,0.013514357053682896,0.011485642946317104
1223,test,21164,"Certain disquisitions and considerations representing to the conscience the unlawfulness of the oath, entitled, A solemn League and Covenant for reformation &c. As also the insufficiency of the arguments used in the exhortation for taking the said Covenant. Published by command.","Barwick, John, 1612-1664.",1644,English,1642-1649,9,0.0661028161028161,0.041154791154791155,0.05103005103005103,0.033736533736533736,0.023719523719523718,0.015403515403515403,0.007985257985257985,0.010725760725760725,0.01304101304101304,0.01219051219051219
1224,train,2369,"Certain papers concerning the Earl of Lindsey his fennes in which was showed the committees advice to the owners and commoners friendly to agree the differences between them and the drainers, that an act may be passed this next term for the settling those works, so beneficial to the commonwealth : with a paper directed to Sir William Killigrew, and signed William Howett : and also an answer to the paper by Sir William Killigrew.","Killigrew, William, Sir, 1606-1695.",1649,English,1642-1649,7,0.07302659349936681,0.03967918953144787,0.034613761080624736,0.0371464753060363,0.010975094976783452,0.021105951878429716,0.013929928239763613,0.005065428450823132,0.0059096665259603205,0.009708737864077669
1225,train,5165,"A vindication of the true Episcopal religion as it was planted and set forth by our Savior Christ ... / by W.C., student in divinity.","W. C., Student in divinity.",1681,English,1650-1699,8,0.06892545982575024,0.03697967086156825,0.05208131655372701,0.021103581800580834,0.018586640851887708,0.019941916747337852,0.011229428848015489,0.00909970958373669,0.007550822846079381,0.008325266214908035
1226,test,1634,"Certain reasons (by way of reply to some objections generally urged and in more particular to a paper styled the case of John Gifford gentleman, presented to the members of Parlaiment) rendered by the preservators of the said Forest of Deane.",Preservators of the Said Forest of Dean.,1650,English,1650-1699,7,0.06303549571603427,0.03671970624235006,0.046511627906976744,0.03059975520195838,0.015911872705018357,0.018971848225214197,0.013463892288861688,0.014075887392900856,0.012239902080783353,0.019583843329253364
1227,train,851,Certain seasonable reflections upon the bill for raising the penalty of 500 l. humbly offered to the consideration of the Parliament.,,1680,English,1650-1699,6,0.07285546415981198,0.04230317273795534,0.0399529964747356,0.023501762632197415,0.02115158636897767,0.02115158636897767,0.01645123384253819,0.010575793184488836,0.01880141010575793,0.011750881316098707
1228,train,9735,A certain way to prevent popery in England and effectually suppress all Jesuits & popish priests without giving them the vainglory of pretending to be martyrs : published on occasion of some reprieves lately granted to condemned Romish priests : humbly offered to the consideration of the approaching Parliament at Oxford.,Person of quality.,1681,English,1650-1699,9,0.056702619414483825,0.023215202876219827,0.046635850025680534,0.038931689779147405,0.019414483821263484,0.02465331278890601,0.01694915254237288,0.012942989214175655,0.012326656394453005,0.01725731895223421
1229,train,26221,"Thealma and Clearchus a pastoral history, in smooth and easy verse / written long since, by John Chalkhill, Esquire., an acquaintant and friend of Edward Spencer.","Chalkhill, John, fl. 1600.; Walton, Izaak, 1593-1683.; Flatman, Thomas, 1637-1688.",1683,English,1650-1699,10,0.035391480111361125,0.03520079325731284,0.013081118187712138,0.030509896647725104,0.013042980816902482,0.014454063536859768,0.020708592349643416,0.003813737080965638,0.00854277106136303,0.004271385530681515
1230,test,8836,"The Cabal of Romish ghosts and mortals, or, The devil deceived and the sick pope",,1680,English,1650-1699,9,0.0496831145314622,0.030669986419194207,0.03157537347215935,0.035649615210502486,0.017089180624717065,0.015844273426889995,0.023313716613852422,0.0047532820280669985,0.01324128564961521,0.008148483476686284
1231,train,8836,"The Cabal of Romish ghosts and mortals, or, The devil deceived and the sick pope",,1680,English,1650-1699,9,0.0496831145314622,0.030669986419194207,0.03157537347215935,0.035649615210502486,0.017089180624717065,0.015844273426889995,0.023313716613852422,0.0047532820280669985,0.01324128564961521,0.008148483476686284
1232,test,3954,"The converted Presbyterian, or, The Church of England justified in a serious discourse between George, a devout English Protestant, and Andrew, a zealous Scotch Presbyterian, touching some practices in the Church of England.","Chamberlayne, Edward, 1616-1703.",1668,English,1650-1699,8,0.06398583712696004,0.03945371775417299,0.0336368234699039,0.03211937278705109,0.019221041982802226,0.020991401112797167,0.012898330804248861,0.014162873039959535,0.008598887202832575,0.014921598381385938
1233,train,256338,"Cabala, sive, Scrinia sacra mysteries of state & government : in letters of illustrious persons, and great agents, in the reigns of Henry the Eighth, Queen Elizabeth, K. James, and the late King Charles : in two parts : in which the secrets of Empire and public manage of affairs are contained : with many remarkable passages no where else published.; Cabala, sive, Scrinia sacra.",,1654,English,1650-1699,12,0.05379615975781975,0.036592311713440843,0.040052586818965584,0.035117696166779795,0.018233738267443764,0.01787873822843277,0.011539451817522178,0.007349671137326499,0.008925715266562117,0.010318407727297552
1234,test,4860,"A fund for supplying and preserving our coin, or, An essay on the project of new-coining our silver","Chamberlen, Hugh.",1695,English,1650-1699,8,0.04197530864197531,0.03271604938271605,0.024897119341563786,0.03333333333333333,0.01522633744855967,0.017078189300411523,0.008024691358024692,0.01522633744855967,0.022016460905349793,0.01625514403292181
1235,train,19868,"The cabinet of the Jesuits secrets opened in which there are many things relating to the church and clergy of England : as also the ways by which they increase the number and wealth of their society on the ruins of kingdoms and families : in part began by Dr. Oats from an Italian copy, but now more largely discovered from a French copy printed at Colon, 1678 / made English by a person of quality.; Monita Secreta Societatis Jesu. English.","Person of quality.; Zahorowski, Hieronim.; Oats, Titus, 1649-1705.",1679,English,1650-1699,9,0.061304610428830286,0.03704449365814375,0.04434266156633783,0.04253070263740689,0.01655929132273002,0.020988524260116773,0.010569760418763842,0.010066438494060801,0.011123414535937187,0.0150493255486209
1236,train,30740,"An idea of the perfection of painting demonstrated from the principles of art, and by examples conformable to the observations which Pliny and Quintilian have made upon the most celebrated pieces of the ancient painters, paralleled with some works of the most famous modern painters, Leonardo da Vinci, Raphael, Julio Romano, and N. Poussin / written in French by Roland Freart, sieur de Cambray ; and rendered English by J.E., Esquire, Fellow of the Royal Society.; Idee de la perfection de la peinture. English","Freart, Roland, sieur de Chambray, 1606-1676.; Evelyn, John, 1620-1706.",1668,English,1650-1699,10,0.06187378009108654,0.03988288874430709,0.04905660377358491,0.029050097592713077,0.022088484059856864,0.015549772283669487,0.014378659726740404,0.011223162003903709,0.013142485361093038,0.006733897202342225
1237,train,247,"The Chancellor turned Tarpaulin, Dr. Jeffries case",,1689,English,1650-1699,5,0.02834008097165992,0.08906882591093118,0.004048582995951417,0.016194331983805668,0.016194331983805668,0.004048582995951417,0.020242914979757085,0.004048582995951417,0.004048582995951417,0.020242914979757085
1238,train,908,The Character of a disbanded courtier,,1681,English,1650-1699,6,0.05726872246696036,0.05726872246696036,0.047356828193832606,0.027533039647577095,0.015418502202643174,0.013215859030837006,0.012114537444933921,0.00881057268722467,0.0033039647577092516,0.007709251101321587
1239,train,1198,"The Character of a pilfering tailor, or, A True anatomy of Monsieur Stich in all his tricks and qualities",,1675,English,1650-1699,7,0.05091819699499166,0.04006677796327212,0.041736227045075125,0.0333889816360601,0.020868113522537562,0.022537562604340568,0.027545909849749584,0.018363939899833055,0.00667779632721202,0.01335559265442404
1240,train,7528,The Character of a true and false shepherd with a general admonition to ministers : being very seasonable for the present times.,,1670,English,1650-1699,8,0.04994686503719447,0.04596174282678002,0.032810839532412324,0.027364505844845906,0.015807651434643993,0.013150903294367694,0.018198724760892668,0.011158342189160467,0.006243358129649309,0.008235919234856535
1241,test,1435,"The last speech and confession of Peter Caesar, a Portugal, at the place of execution together with his confession at Justice-Hall in the Old Bailey ... likewise the trial of the Frenchmen for ravishing a gentlewoman near Holborn ... as also a true relation concerning Mary Smith, who cut off her childs' head, with her examination and confession before Justice Swallow ...","Caesar, Peter.",1664,English,1650-1699,7,0.06689895470383275,0.04390243902439024,0.02578397212543554,0.036236933797909404,0.013937282229965157,0.012543554006968641,0.02578397212543554,0.0020905923344947735,0.006968641114982578,0.004181184668989547
1242,train,1124,"The Kings declaration for a pacification and peace between His Majesty and the Parliament with his protestation to defend the Protestant religion, his offer of pardon to all his loving subjects desiring them to lay down arms for the avoiding effusion of blood : and lastly his offer of choosing counselors on both sides to make a peaceable agreement between His Majesty and all his subjects.","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,7,0.05604982206405694,0.05249110320284697,0.037366548042704624,0.03469750889679715,0.01601423487544484,0.022241992882562275,0.023131672597864767,0.004448398576512455,0.010676156583629894,0.020462633451957295
1243,train,380,His Majesty's declaration for the relief of the poor miners within the county of Derby,"England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,5,0.05263157894736842,0.05263157894736842,0.05526315789473684,0.02894736842105263,0.02631578947368421,0.007894736842105263,0.007894736842105263,0.0,0.005263157894736842,0.013157894736842105
1244,test,503,His Majesty's late gracious message and summons to the city of Gloucester Aug. 1643 with their answer thereunto.,"England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1643,English,1642-1649,6,0.03578528827037773,0.05168986083499005,0.03180914512922465,0.04771371769383698,0.005964214711729622,0.021868787276341946,0.011928429423459244,0.0019880715705765406,0.005964214711729622,0.005964214711729622
1245,test,1057,"By the King, a proclamation of His Majesty's grace, favor, and pardon to the inhabitants of his counties of Stafford and Derby","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1643,English,1642-1649,6,0.05771050141911069,0.04541154210028382,0.05203405865657521,0.03878902554399243,0.01608325449385052,0.01229895931882687,0.005676442762535478,0.006622516556291391,0.001892147587511826,0.003784295175023652
1246,train,751,"A proclamation of His Majesty's grace, favor, and pardon to the inhabitants of his county of Lincoln, and of his city of Lincoln, and county of the same city","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,6,0.04793608521970706,0.06657789613848203,0.08122503328894808,0.02796271637816245,0.014647137150466047,0.010652463382157125,0.005326231691078562,0.0013315579227696406,0.0,0.007989347536617843
1247,test,751,"A proclamation of His Majesty's grace, favor, and pardon to the inhabitants of his county of Lincoln, and of his city of Lincoln, and county of the same city","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,6,0.04793608521970706,0.06657789613848203,0.08122503328894808,0.02796271637816245,0.014647137150466047,0.010652463382157125,0.005326231691078562,0.0013315579227696406,0.0,0.007989347536617843
1248,train,941,"By the King, a proclamation prohibiting from henceforth all intercourse of trade between our city of London and other parts of our kingdom until other direction is given by us","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1643,English,1642-1649,6,0.04569606801275239,0.053134962805526036,0.053134962805526036,0.03506907545164718,0.01487778958554729,0.018065887353878853,0.005313496280552603,0.003188097768331562,0.0021253985122210413,0.007438894792773645
1249,train,694,"A proclamation prohibiting the payment and receipt of tonnage and ponndage [sic], and other impositions upon merchandises, under color of the late pretended ordinance of both Houses of Parliament","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,6,0.06484149855907781,0.04610951008645533,0.0446685878962536,0.02881844380403458,0.010086455331412104,0.01440922190201729,0.008645533141210374,0.004322766570605187,0.007204610951008645,0.002881844380403458
1250,train,304,"A proclamation requiring all His Majesty's tenants within the counties of Oxford and Berks to pay their several rents, and other yearly payments, at the city of Oxford","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1643,English,1642-1649,5,0.049342105263157895,0.06578947368421052,0.049342105263157895,0.019736842105263157,0.013157894736842105,0.006578947368421052,0.003289473684210526,0.003289473684210526,0.003289473684210526,0.009868421052631578
1251,train,553,"His Majesty's speech to the gentlemen at York on Thursday last, being the 12. of May, 1642.; Speeches. 1642-05-12.","England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",1642,English,1642-1649,6,0.04159132007233273,0.028933092224231464,0.0325497287522604,0.048824593128390596,0.0108499095840868,0.012658227848101266,0.014466546112115732,0.012658227848101266,0.009041591320072333,0.012658227848101266
1252,test,4476,"Caledonia, or, The pedlar turned merchant a tragi-comedy, as it was acted by His Majesty's subjects of Scotland, in the King of Spain's province of Darien.",,1700,English,1700-1749,8,0.050491510277033066,0.053172475424486144,0.027033065236818588,0.03373547810545129,0.01385165326184093,0.009159964253798034,0.022788203753351204,0.002234137622877569,0.007819481680071492,0.007596067917783735
1253,train,2764,"Articles of peace & commerce between the most serene and mighty prince Charles II by the grace of God, King of Great Britain, France and Ireland, defender of the faith, &c. and the most illustrious lords, the Bashaw, Dey, Aga and governors of the famous city and kingdom of Algiers in Barbary concluded by Arthur Herbert, esquire, Admiral of His Majesty's fleet in the Mediterranean Seas, on the tenth day of April, old style, 1682.; Treaties, etc. Algeria, 1682 Apr. 20","England and Wales.; Torrington, Arthur Herbert, Earl of, 1647-1716.; Algeria. Treaties, etc. England and Wales, 1682 Apr. 20.",1682,English,1650-1699,7,0.06657018813314038,0.043777134587554264,0.06295224312590449,0.02858176555716353,0.016642547033285094,0.01772793053545586,0.005788712011577424,0.0010853835021707669,0.002532561505065123,0.02062228654124457
1254,test,811,"On His Royal Hignes's [sic] miraculous delivery, and happy return","Call, Caleb.",1682,English,1650-1699,6,0.05672009864364982,0.029593094944512947,0.013563501849568435,0.025893958076448828,0.013563501849568435,0.007398273736128237,0.012330456226880395,0.004932182490752158,0.002466091245376079,0.0036991368680641184
1255,test,832,"His Majesty's gracious speech to both houses of Parliament on Monday the 28th of January, 1677/8","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.; England and Wales. Parliament.",1678,English,1650-1699,6,0.03966346153846154,0.025240384615384616,0.03485576923076923,0.04567307692307693,0.009615384615384616,0.015625,0.013221153846153848,0.0,0.007211538461538462,0.026442307692307696
1256,test,832,"His Majesty's gracious speech to both houses of Parliament on Monday the 28th of January, 1677/8","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.; England and Wales. Parliament.",1678,English,1650-1699,6,0.03966346153846154,0.025240384615384616,0.03485576923076923,0.04567307692307693,0.009615384615384616,0.015625,0.013221153846153848,0.0,0.007211538461538462,0.026442307692307696
1257,train,645,"Most reverend father in God, we greet you well","Charles II, King of England, 1630-1685.; Sancroft, William, 1617-1693.; England and Wales. Sovereign (1660-1685 : Charles II)",1684,English,1650-1699,6,0.03565891472868217,0.06201550387596899,0.05581395348837209,0.031007751937984496,0.020155038759689922,0.013953488372093023,0.015503875968992248,0.0,0.0,0.010852713178294573
1258,train,533,"By the King, a proclamation whereas we have fully resolved to use our utmost endeavors for the preservation of the true religion established in this kingdom, to which we ... have thought fit to command all popish priests and jesuits ... to depart out of, and not return or come into this our kingdom ...","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1675,English,1650-1699,6,0.043151969981238276,0.05628517823639775,0.0600375234521576,0.0300187617260788,0.0150093808630394,0.013133208255159474,0.00375234521575985,0.005628517823639775,0.0,0.005628517823639775
1259,test,1713,A proclamation against papists,"England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.; Gibson, Alexander, Sir, d. 1693.",1679,English,1650-1699,7,0.06771745475773497,0.05545826036193812,0.05312317571511967,0.04319906596614127,0.016929363689433742,0.01576182136602452,0.0017513134851138354,0.005837711617046118,0.0035026269702276708,0.012259194395796848
1260,test,442,"A proclamation commanding all papists, or reputed papists, forthwith to depart from the cities of London and Westminster, and from within ten miles of the same","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1679,English,1650-1699,6,0.07239819004524888,0.06787330316742082,0.07692307692307693,0.0248868778280543,0.00904977375565611,0.013574660633484163,0.004524886877828055,0.004524886877828055,0.0,0.006787330316742082
1261,test,455,"By the King, a proclamation concerning the act for the revenue on fire-hearths and stoves","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1662,English,1650-1699,6,0.06813186813186813,0.054945054945054944,0.041758241758241756,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.008791208791208791,0.010989010989010988,0.002197802197802198,0.013186813186813187
1262,train,227,"By the King, a proclamation for further proroguing the Parliament","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1665,English,1650-1699,5,0.0748898678414097,0.04405286343612335,0.052863436123348026,0.00881057268722467,0.013215859030837006,0.00881057268722467,0.00881057268722467,0.0,0.004405286343612335,0.004405286343612335
1263,train,618,"By the King, a proclamation for preventing the fears and dangers that may arise from the concourse of papists or reputed papists in or near the cities of London or Westminster during this present sitting of Parliament","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1674,English,1650-1699,6,0.05501618122977347,0.05016181229773463,0.06148867313915858,0.02912621359223301,0.011326860841423949,0.027508090614886734,0.006472491909385114,0.0,0.0016181229773462784,0.008090614886731393
1264,test,618,"By the King, a proclamation for preventing the fears and dangers that may arise from the concourse of papists or reputed papists in or near the cities of London or Westminster during this present sitting of Parliament","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1674,English,1650-1699,6,0.05501618122977347,0.05016181229773463,0.06148867313915858,0.02912621359223301,0.011326860841423949,0.027508090614886734,0.006472491909385114,0.0,0.0016181229773462784,0.008090614886731393
1265,test,817,"By the King, a proclamation for prising wines","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1674,English,1650-1699,6,0.0795593635250918,0.06976744186046512,0.04773561811505508,0.01835985312117503,0.026927784577723376,0.019583843329253364,0.0012239902080783353,0.006119951040391676,0.004895960832313341,0.01835985312117503
1266,train,793,"By the King, a proclamation for prising of wines","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1680,English,1650-1699,6,0.06935687263556116,0.07313997477931904,0.04287515762925599,0.0201765447667087,0.03026481715006305,0.02269861286254729,0.0012610340479192938,0.007566204287515763,0.006305170239596469,0.021437578814627996
1267,train,527,"By the King, a proclamation for the discovery and apprehending of several persons justly suspected to have contrived and acted in the felonious burning of houses in and about the city of London","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1679,English,1650-1699,6,0.06451612903225806,0.058823529411764705,0.06451612903225806,0.026565464895635674,0.017077798861480076,0.011385199240986717,0.0056925996204933585,0.0,0.0,0.013282732447817837
1268,train,239,"By the King, a proclamation for the further adjournment of the two Houses of Parliament","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1677,English,1650-1699,5,0.07531380753138074,0.03347280334728033,0.08368200836820083,0.008368200836820083,0.008368200836820083,0.008368200836820083,0.008368200836820083,0.0,0.0,0.0041841004184100415
1269,train,239,"By the King, a proclamation for the further adjournment of the two Houses of Parliament","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1677,English,1650-1699,5,0.07531380753138074,0.03347280334728033,0.08368200836820083,0.008368200836820083,0.008368200836820083,0.008368200836820083,0.008368200836820083,0.0,0.0,0.0041841004184100415
1270,test,607,"By the King, a proclamation prohibiting the importation of allome","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1667,English,1650-1699,6,0.04942339373970346,0.06754530477759473,0.06260296540362438,0.02471169686985173,0.014827018121911038,0.018121911037891267,0.0049423393739703465,0.0049423393739703465,0.0016474464579901153,0.018121911037891267
1271,train,421,"By the King, a proclamation prohibiting the keeping of St. James Fair at the city and county of Bristol","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1665,English,1650-1699,6,0.06888361045130642,0.057007125890736345,0.061757719714964375,0.035629453681710214,0.007125890736342043,0.007125890736342043,0.009501187648456057,0.004750593824228029,0.0023752969121140144,0.011876484560570073
1272,test,422,"By the King, a proclamation prohibiting the keeping of the fair at Bristol, commonly called St. Paul's Fair","England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1665,English,1650-1699,6,0.06872037914691943,0.04028436018957346,0.05687203791469195,0.028436018957345974,0.014218009478672987,0.018957345971563982,0.007109004739336493,0.0,0.002369668246445498,0.016587677725118485
1273,test,35398,The Ephesian and Cimmerian matrons two notable examples of the power of love & wit.,"Charleton, Walter, 1619-1707.",1668,English,1650-1699,10,0.05195208768856998,0.040765014972597324,0.04240352562291655,0.03265721227187977,0.018701621560540144,0.017204361828351885,0.017430363297361435,0.010000565003672524,0.011215322899598848,0.008023052149838974
1274,test,48666,"The immortality of the human soul, demonstrated by the light of nature in two dialogues.","Charleton, Walter, 1619-1707.",1657,English,1650-1699,10,0.060761106316524885,0.041034808696009534,0.04913081001109604,0.03137714215263223,0.019294784860066576,0.021308511075494183,0.011815230345621172,0.012657707639830682,0.013335799120535898,0.010417950930834668
1275,train,4000,The charter a comical satyr / written by an unknown hand.,,1682,English,1650-1699,8,0.051750000000000004,0.045,0.021,0.02825,0.015,0.013000000000000001,0.0155,0.01025,0.0075,0.010750000000000001
1276,train,4242,"The declaration of Captain Alexander Charters brother of the house of Aimsfield / written and subscribed by himself in prison, and delivered, and read publicly at his execution at Edinburgh, the 21. of June, 1650 ...","Charters, Alexander, d. 1650.",1650,English,1650-1699,8,0.053983969825553986,0.04809052333804809,0.04031117397454031,0.02993870815652994,0.019094766619519095,0.020273455917020275,0.012258368694012258,0.005893446487505893,0.005186232909005186,0.007307873644507308
1277,test,2912,"New proposals for printing by subscription, Cambden's Britannia, English newly translated, with large additions.",,1693,English,1650-1699,7,0.06662087912087912,0.03399725274725275,0.026785714285714288,0.01785714285714286,0.04601648351648352,0.010302197802197804,0.006181318681318682,0.005494505494505495,0.00995879120879121,0.01098901098901099
1278,test,12137,A consolatory discourse for the support of distressed widows and orphans of general use to all Christians who either are or may be left in such circumstances.,"Camfield, Benjamin, 1638-1693.",1690,English,1650-1699,9,0.05915794677432644,0.05594463211666804,0.036005602702480016,0.025706517261267197,0.01639614402241081,0.015572217187113784,0.014336326934168244,0.01029908544121282,0.008568839087089067,0.006261843948257394
1279,test,11719,"A sermon preached on the fast day, November the xiiith, 1678 being appointed for fasting and prayer / by Benjamin Camfield ...","Camfield, Benjamin, 1638-1693.",1678,English,1650-1699,9,0.051796228347128596,0.0489802884205137,0.036777882071849136,0.026538100520522228,0.020394231589726086,0.015189009301134909,0.01015445003839918,0.012202406348664561,0.008447819779844696,0.010069118525471456
1280,test,3125,"The great honor and advantage of the East India trade to the kingdom, asserted.","Child, Josiah, Sir, 1630-1699.",1697,English,1650-1699,8,0.06784000000000001,0.02528,0.03808,0.033920000000000006,0.016,0.02048,0.01472,0.01216,0.02016,0.01408
1281,test,3125,"The great honor and advantage of the East India trade to the kingdom, asserted.","Child, Josiah, Sir, 1630-1699.",1697,English,1650-1699,8,0.06784000000000001,0.02528,0.03808,0.033920000000000006,0.016,0.02048,0.01472,0.01216,0.02016,0.01408
1282,test,7910,Camiltons discovery of the devilish designs and killing projects of the Society of Jesuits of late years projected and by them hitherto acted in Germany : intended but graciously prevented in England / translated out of the Latin copy ... by W. F. X. B. ...; De studiis Jesuitarum abstrusioribus. English,"Camilton, John.; W. F. X. B.",1641,English,1630-1641,8,0.05461441213653603,0.04146649810366625,0.04247787610619469,0.028192161820480403,0.019848293299620734,0.014917825537294564,0.013147914032869785,0.007079646017699115,0.005183312262958281,0.011757269279393173
1283,train,3834,A Christians sure anchor and comfort in times of trouble and danger being a sermon preached on the 16. day of June / by a divine of the Church of England.,Divine of the Church of England.,1693,English,1650-1699,8,0.03495044340114763,0.049817423056859676,0.041992696922274385,0.03390714658320292,0.0198226395409494,0.017996870109546165,0.017996870109546165,0.015910276473656754,0.015388628064684402,0.013041210224308816
1284,train,3949,"Articles of visitation and enquiry concerning matters ecclesiastical exhibited to the ministers, churchwardens, and sidemen of every parish within the Diocese of Lincoln, in the first episcopal visitation of the Right Reverend Father in God, Robert ... Lord Bishop of Lincoln.","Church of England. Diocese of Lincoln. Bishop (1660-1663 : Sanderson); Sanderson, Robert, 1587-1663.",1662,English,1650-1699,8,0.060521651050898954,0.04152950113952899,0.04406178779437832,0.03064066852367688,0.027095467206887817,0.007343631299063054,0.01316789060521651,0.010888832615852113,0.002025829323879463,0.00785008863003292
1285,train,2264,"A copy of the proceedings of some worthy and learned divines appointed by the Lords to meet at the Bishop of Lincolns in Westminster touching innovations in the doctrine and discipline of the Church of England : together with considerations upon the Common prayer book / Arch Bishop of Armach, Bish. of Lincoln, Doct. Prideaux, Doct. Ward, Doct. Brownrig, Doct. Feately, Doct. Hacket.",Church of England.,1641,English,1630-1641,7,0.09098939929328621,0.030035335689045935,0.04019434628975265,0.024734982332155476,0.03445229681978799,0.01987632508833922,0.010600706713780918,0.009717314487632508,0.010159010600706713,0.021643109540636044
1286,train,385,"A form of prayer to be used next after the prayer in the time of war and tumults throughout the kingdom of England, dominion of Wales and town of Berwick upon Tweed, in all churches and chapels at morning and evening prayer, as often as there is divine service during the time of His Majesty's absence.",Church of England.,1696,English,1650-1699,5,0.06493506493506493,0.07272727272727272,0.06753246753246753,0.03116883116883117,0.03116883116883117,0.0025974025974025974,0.005194805194805195,0.007792207792207792,0.0,0.007792207792207792
1287,test,2321,A form of prayer with thanksgiving to be used yearly on the fifth day of November for the happy deliverance of King James I and the three estates of the realm from the most traitorous and bloody intended massacre by gunpowder : and also for the happy arrival of His present Majesty on this day for the deliverance of our church and nation / by Their Majesty's special command.,Church of England.,1690,English,1650-1699,7,0.052563550193881946,0.06204222317966394,0.03705299439896596,0.023265833692373977,0.017233950883239983,0.011202068074105988,0.011202068074105988,0.008186126669538992,0.003015941404566997,0.014648858250753984
