id,actual,RandForest,RandForest-Bal
1150,True,0.74,0.82
1151,True,0.89,0.93
1152,True,0.95,0.97
1153,True,0.96,0.97
1154,True,0.87,0.84
1155,True,0.8,0.79
1156,True,0.77,0.76
1157,True,0.92,0.95
1158,True,0.9,0.89
1159,True,0.77,0.71
1160,True,0.7,0.78
1161,True,0.95,0.89
1162,True,0.92,0.91
1163,True,0.69,0.76
1164,True,0.87,0.88
1165,True,0.73,0.74
1166,True,0.86,0.78
1167,True,0.9,0.93
1168,True,0.85,0.89
1169,True,0.97,0.96
1170,False,0.19,0.25
1171,True,1.0,0.98
1172,True,0.87,0.93
1173,True,0.95,0.97
1174,True,0.99,0.97
1175,True,0.91,0.88
1176,False,0.27,0.33
1177,False,0.27,0.33
1178,True,0.89,0.92
1179,True,0.8,0.84
1180,True,0.87,0.91
1181,True,0.95,0.96
1182,True,0.74,0.87
1183,True,0.9,0.9
1184,True,0.85,0.84
1185,True,0.85,0.84
1186,True,0.95,0.95
1187,True,0.94,0.93
1188,True,0.97,0.97
1189,True,0.97,0.97
1190,True,0.85,0.92
1191,True,0.73,0.78
1192,True,0.99,0.98
1193,True,0.94,0.97
1194,True,0.96,0.84
1195,True,0.95,0.96
1196,True,0.98,1.0
1197,True,0.98,0.95
1198,True,0.93,0.95
1199,True,0.79,0.88
1200,True,0.87,0.91
1201,True,0.91,0.94
1202,True,0.73,0.78
1203,True,0.74,0.79
1204,True,0.74,0.79
1205,True,0.91,0.9
1206,True,0.78,0.78
1207,True,0.86,0.92
1208,True,0.86,0.92
1209,True,0.96,0.97
1210,True,0.94,0.93
1211,True,0.88,0.95
1212,True,0.67,0.74
1213,True,0.67,0.74
1214,True,0.98,0.95
1215,True,0.78,0.87
1216,True,0.75,0.81
1217,True,0.95,0.94
1218,True,0.95,0.88
1219,True,0.81,0.84
1220,True,0.95,0.93
1221,True,0.93,0.97
1222,True,0.94,0.9
1223,True,0.88,0.83
1224,True,0.84,0.95
1225,True,0.88,0.91
1226,True,0.85,0.86
1227,True,0.89,0.92
1228,True,0.93,0.89
1229,True,0.88,0.89
1230,True,0.94,0.97
1231,True,0.94,0.97
1232,True,0.78,0.84
1233,True,0.96,0.91
1234,True,0.84,0.91
1235,True,0.97,0.96
1236,True,0.99,0.98
1237,True,0.92,0.95
1238,True,0.94,0.94
1239,True,0.93,0.91
1240,True,0.96,0.9
1241,True,0.74,0.87
1242,False,0.32,0.28
1243,False,0.27,0.29
1244,True,0.62,0.7
1245,True,0.66,0.82
1246,False,0.25,0.32
1247,False,0.25,0.32
1248,True,0.91,0.91
1249,False,0.27,0.35
1250,True,0.86,0.94
1251,False,0.2,0.24
1252,True,0.79,0.88
1253,True,0.88,0.9
1254,True,0.85,0.9
1255,True,0.78,0.81
1256,True,0.78,0.81
1257,True,0.93,0.94
1258,True,0.95,0.94
1259,True,0.93,0.89
1260,True,0.64,0.74
1261,True,0.79,0.85
1262,True,0.88,0.96
1263,True,0.9,0.97
1264,True,0.9,0.97
1265,True,0.83,0.76
1266,True,0.93,0.89
1267,True,0.84,0.9
1268,True,0.99,0.98
1269,True,0.99,0.98
1270,True,0.81,0.72
1271,True,0.91,0.9
1272,True,0.75,0.74
1273,True,0.87,0.94
1274,True,0.94,0.92
1275,True,0.91,0.94
1276,True,0.91,0.91
1277,True,0.91,0.95
1278,True,0.72,0.71
1279,True,0.8,0.86
1280,True,0.92,0.95
1281,True,0.92,0.95
1282,False,0.63,0.72
1283,True,0.91,0.95
1284,True,0.9,0.91
1285,False,0.18,0.25
1286,True,0.88,0.89
1287,True,0.73,0.76
1288,True,0.73,0.76
1289,True,0.87,0.91
1290,True,0.95,0.95
1291,True,0.99,0.95
1292,True,0.99,0.92
1293,True,0.99,0.98
1294,True,0.88,0.88
1295,True,0.95,0.96
1296,True,0.7,0.66
1297,True,0.96,0.92
1298,True,0.78,0.78
1299,True,0.71,0.64
1300,True,0.98,0.97
1301,True,0.95,0.96
1302,True,0.97,0.96
1303,True,0.93,0.95
1304,True,0.95,0.91
1305,False,0.27,0.24
1306,False,0.21,0.25
1307,True,0.92,0.89
1308,True,0.95,0.94
1309,True,0.92,0.99
1310,True,0.99,0.94
1311,True,0.93,0.95
1312,True,0.94,0.96
1313,True,0.88,0.83
1314,True,1.0,0.99
1315,True,0.98,1.0
1316,True,0.9,0.92
1317,True,0.95,0.95
1318,True,0.97,0.99
1319,True,0.98,0.98
1320,True,0.78,0.83
1321,True,0.95,0.97
1322,True,0.9,0.92
1323,True,0.94,0.97
1324,True,0.72,0.87
1325,True,0.88,0.87
1326,True,0.89,0.9
1327,False,0.22,0.3
1328,True,0.83,0.89
1329,True,0.99,0.99
1330,True,0.96,0.9
1331,True,0.81,0.78
1332,True,0.81,0.78
1333,True,0.98,0.96
1334,True,0.76,0.71
1335,True,0.94,0.92
1336,True,0.76,0.88
1337,True,0.93,0.93
1338,True,0.92,0.94
1339,True,0.89,0.97
1340,True,0.65,0.84
1341,True,0.65,0.84
1342,True,0.94,0.95
1343,True,0.95,0.92
1344,True,0.95,0.97
1345,True,0.99,0.97
1346,True,0.82,0.83
1347,True,0.84,0.92
1348,True,0.74,0.81
1349,True,0.95,0.99
1350,True,0.95,0.91
1351,True,0.84,0.86
1352,True,0.89,0.93
1353,True,0.78,0.89
1354,True,0.74,0.78
1355,True,0.93,0.93
1356,True,0.88,0.93
1357,True,0.97,0.97
1358,True,0.93,0.9
1359,True,0.96,1.0
1360,True,0.96,1.0
1361,True,0.94,0.97
1362,True,0.91,0.98
1363,True,0.85,0.82
1364,True,0.95,0.96
1365,False,0.76,0.79
1366,True,0.9,0.94
1367,True,0.84,0.89
1368,True,0.49,0.61
1369,True,0.87,0.92
1370,True,0.73,0.73
1371,True,0.95,0.93
1372,True,0.79,0.87
1373,True,0.92,0.94
1374,True,0.91,0.92
1375,True,0.73,0.89
1376,True,0.79,0.85
1377,True,0.9,0.95
1378,False,0.31,0.31
1379,True,0.96,0.92
1380,True,0.93,0.96
1381,True,0.67,0.72
1382,True,0.92,0.93
1383,True,0.87,0.9
1384,True,0.96,0.94
1385,True,0.69,0.85
1386,True,0.98,0.99
1387,True,0.85,0.9
1388,True,0.85,0.89
1389,True,0.87,0.91
1390,True,0.64,0.66
1391,True,0.82,0.81
1392,True,0.93,0.92
1393,True,0.83,0.81
1394,False,0.79,0.83
1395,True,0.94,0.93
1396,True,0.71,0.76
1397,True,0.71,0.76
1398,True,0.93,0.97
1399,True,0.93,0.92
1400,True,0.86,0.86
1401,True,0.86,0.89
1402,True,0.69,0.77
1403,True,0.75,0.81
1404,True,0.96,0.97
1405,True,0.86,0.85
1406,True,0.82,0.88
1407,True,0.92,0.84
1408,True,0.85,0.86
1409,True,0.62,0.69
1410,True,0.89,0.92
1411,True,0.86,0.91
1412,True,0.95,0.99
1413,True,0.92,0.83
1414,True,0.9,0.82
1415,True,0.91,0.93
1416,True,0.82,0.9
1417,True,0.88,0.91
1418,True,0.73,0.81
1419,True,0.66,0.8
1420,True,0.65,0.76
1421,True,0.81,0.85
1422,True,0.72,0.7
1423,True,0.86,0.91
1424,True,0.77,0.76
1425,True,0.92,0.91
1426,True,0.66,0.77
1427,True,0.89,0.91
1428,True,0.68,0.73
1429,True,0.8,0.77
1430,False,0.83,0.83
1431,False,0.19,0.23
1432,True,0.92,0.89
1433,True,0.84,0.91
1434,True,0.93,0.97
1435,True,0.92,0.9
1436,True,0.84,0.84
1437,True,0.91,0.93
1438,True,0.79,0.79
1439,True,0.88,0.93
1440,True,0.85,0.89
1441,True,0.96,0.94
1442,True,0.88,0.86
1443,True,0.88,0.88
1444,True,0.97,0.99
1445,True,0.86,0.93
1446,True,0.95,0.93
1447,True,0.95,0.93
1448,True,0.97,0.96
1449,True,0.93,0.87
1450,True,0.76,0.79
1451,True,0.85,0.86
1452,True,0.92,0.98
1453,True,0.91,0.94
1454,True,0.75,0.75
1455,True,0.89,0.92
1456,True,0.92,0.84
1457,True,0.85,0.88
1458,True,0.92,0.95
1459,True,0.8,0.77
1460,True,0.99,0.91
1461,True,0.84,0.89
1462,True,0.99,0.99
1463,True,0.92,0.97
1464,True,0.84,0.91
1465,False,0.64,0.74
1466,True,0.95,0.97
1467,True,0.95,0.97
1468,True,0.76,0.74
1469,True,0.75,0.83
1470,True,0.78,0.83
1471,True,0.96,0.96
1472,True,0.9,0.92
1473,True,0.81,0.91
1474,True,0.96,0.94
1475,True,0.87,0.94
1476,True,0.82,0.89
1477,False,0.61,0.69
1478,True,0.89,0.84
1479,True,0.63,0.77
1480,True,0.93,0.95
1481,True,0.95,0.94
1482,True,0.88,0.88
1483,True,0.88,0.96
1484,False,0.72,0.75
1485,False,0.35,0.28
1486,True,0.76,0.81
1487,True,0.96,0.92
1488,True,0.97,0.91
1489,True,0.89,0.9
1490,True,0.89,0.9
1491,True,0.94,0.96
1492,False,0.73,0.75
1493,False,0.84,0.87
1494,True,1.0,0.99
1495,True,0.86,0.87
1496,False,0.27,0.27
1497,True,0.97,0.97
1498,True,0.88,0.9
1499,True,0.77,0.78
1500,True,0.98,0.98
1501,True,0.92,0.9
1502,True,0.77,0.82
1503,True,0.85,0.91
1504,True,0.95,0.97
1505,True,0.91,0.93
1506,True,0.84,0.9
1507,True,0.9,0.89
1508,True,0.97,0.93
1509,True,0.94,0.92
1510,True,0.8,0.78
1511,True,0.92,0.92
1512,True,0.75,0.81
1513,True,0.96,0.97
1514,True,0.77,0.89
1515,True,0.92,0.93
1516,True,0.52,0.37
1517,True,0.94,0.98
1518,True,0.95,0.97
1519,True,0.95,0.93
1520,True,0.92,0.99
1521,True,0.89,0.91
1522,True,0.79,0.8
1523,True,0.88,0.81
1524,True,0.98,1.0
1525,False,0.2,0.29
1526,True,0.67,0.64
1527,True,0.68,0.69
1528,True,0.54,0.58
1529,True,0.89,0.96
1530,True,0.91,0.89
1531,True,0.91,0.93
1532,True,0.93,0.91
1533,True,0.99,1.0
1534,True,0.99,0.91
1535,True,0.94,0.97
1536,False,0.77,0.75
1537,True,0.79,0.81
1538,True,0.88,0.91
1539,True,0.71,0.7
1540,True,0.97,0.96
1541,True,0.82,0.83
1542,True,0.91,0.89
1543,True,0.89,0.92
1544,True,0.89,0.92
1545,True,0.92,0.93
1546,False,0.86,0.78
1547,True,0.92,0.97
1548,True,0.74,0.83
1549,True,0.86,0.88
1550,True,0.89,0.9
1551,True,0.76,0.8
1552,False,0.77,0.73
1553,True,0.74,0.67
1554,True,0.89,0.88
1555,True,0.57,0.77
1556,True,0.9,0.89
1557,True,0.93,0.99
1558,True,0.85,0.84
1559,True,0.9,0.96
1560,True,0.91,0.98
1561,True,0.99,0.98
1562,True,0.87,0.86
1563,True,0.93,0.94
1564,False,0.72,0.64
1565,True,0.9,0.94
1566,True,0.9,0.94
1567,True,0.72,0.8
1568,True,0.56,0.52
1569,True,0.7,0.87
1570,True,0.8,0.82
1571,True,0.93,0.94
1572,True,0.93,0.98
1573,True,0.9,0.88
1574,True,0.96,0.97
1575,True,0.91,0.92
1576,True,0.86,0.95
1577,True,0.88,0.92
1578,True,0.92,0.88
1579,True,0.92,0.88
1580,True,0.92,0.95
1581,True,0.82,0.89
1582,True,0.89,0.9
1583,True,0.93,0.98
1584,True,0.93,0.98
1585,True,0.93,0.96
1586,True,0.93,0.96
1587,True,0.86,0.91
1588,True,0.78,0.83
1589,True,0.87,0.85
1590,False,0.14,0.14
1591,True,0.77,0.85
1592,True,0.88,0.93
1593,True,0.89,0.87
1594,True,0.77,0.69
1595,True,0.8,0.74
1596,True,0.94,0.92
1597,True,0.95,0.91
1598,True,0.84,0.89
1599,True,0.87,0.95
1600,True,0.93,0.99
1601,True,0.75,0.89
1602,True,0.91,0.9
1603,True,0.95,0.95
1604,True,0.96,0.95
1605,True,0.79,0.84
1606,True,0.86,0.85
1607,True,0.88,0.84
1608,False,0.3,0.17
1609,True,0.49,0.57
1610,True,0.91,0.95
1611,True,0.91,0.95
1612,True,0.77,0.85
1613,True,0.97,0.97
1614,True,0.92,0.89
1615,True,0.92,0.89
1616,True,0.8,0.76
1617,True,0.88,0.87
1618,False,0.29,0.21
1619,True,0.66,0.61
1620,True,0.77,0.86
1621,True,0.84,0.86
1622,True,0.99,0.97
1623,True,0.99,0.96
1624,True,0.92,0.95
1625,True,0.92,0.95
1626,True,0.83,0.92
1627,True,0.93,0.95
1628,True,0.97,0.91
1629,True,0.77,0.84
1630,True,0.98,0.95
1631,True,0.97,0.94
1632,True,0.94,0.98
1633,True,0.88,0.91
1634,True,0.83,0.86
1635,True,0.96,0.95
1636,True,0.66,0.83
1637,True,0.96,0.96
1638,True,0.93,0.9
1639,True,0.91,0.93
1640,True,0.97,0.99
1641,True,0.97,0.96
1642,True,0.96,0.89
1643,True,0.91,0.94
1644,True,0.92,0.89
1645,True,0.83,0.89
1646,True,0.84,0.87
1647,True,0.87,0.89
1648,True,0.99,0.92
1649,True,0.98,0.95
1650,True,0.74,0.84
1651,True,0.93,0.95
1652,True,0.91,0.96
1653,True,0.74,0.77
1654,True,0.93,0.94
1655,True,0.98,0.95
1656,True,0.9,0.9
1657,True,0.9,0.92
1658,True,0.95,0.95
1659,True,0.78,0.83
1660,True,0.8,0.81
1661,True,0.65,0.69
1662,True,0.94,0.95
1663,True,0.93,0.95
1664,True,0.82,0.89
1665,True,0.94,0.91
1666,True,0.95,0.94
1667,True,0.69,0.72
1668,True,0.68,0.68
1669,True,0.93,0.88
1670,True,0.91,0.95
1671,True,0.91,0.95
1672,True,0.89,0.86
1673,True,0.89,0.86
1674,True,0.88,0.92
1675,True,0.64,0.72
1676,True,0.93,0.89
1677,True,0.87,0.9
1678,True,0.77,0.65
1679,True,0.93,0.97
1680,True,0.98,0.98
1681,True,0.98,0.98
1682,True,0.93,0.92
1683,True,0.71,0.76
1684,True,0.76,0.7
1685,True,0.9,0.96
1686,True,0.88,0.83
1687,True,0.89,0.95
1688,True,0.9,0.95
1689,True,0.84,0.86
1690,False,0.66,0.75
1691,False,0.52,0.39
1692,True,0.79,0.92
1693,True,0.88,0.86
1694,True,0.51,0.65
1695,True,0.84,0.87
1696,True,0.82,0.82
1697,True,0.97,0.95
1698,True,0.93,0.94
1699,True,0.93,0.94
1700,True,0.95,0.94
1701,True,0.83,0.92
1702,True,0.88,0.96
1703,True,0.78,0.87
1704,True,0.82,0.78
1705,True,0.91,0.95
1706,True,0.79,0.82
1707,True,0.8,0.84
1708,True,0.87,0.9
1709,True,0.72,0.66
1710,True,0.83,0.82
1711,True,0.92,0.93
1712,True,0.92,0.93
1713,True,0.94,0.94
1714,True,0.92,0.88
1715,True,0.96,0.97
1716,True,0.84,0.9
1717,True,0.87,0.9
1718,True,0.96,0.97
1719,True,0.98,0.96
1720,True,0.92,0.94
1721,True,0.84,0.77
1722,False,0.86,0.83
1723,True,0.97,0.94
1724,True,0.93,0.9
1725,True,0.93,0.9
1726,True,0.92,0.95
1727,True,0.87,0.91
1728,True,0.97,0.91
1729,True,0.86,0.91
1730,True,0.74,0.8
1731,True,0.92,0.99
1732,False,0.19,0.28
1733,True,0.9,0.86
1734,True,0.9,0.89
1735,True,0.69,0.73
1736,True,0.69,0.63
1737,True,0.87,0.9
1738,True,0.9,0.92
1739,True,0.96,0.94
1740,True,0.95,0.96
1741,True,0.89,0.94
1742,True,0.95,0.93
1743,True,0.94,0.99
1744,True,0.81,0.72
1745,True,0.83,0.89
1746,True,0.92,0.95
1747,True,0.65,0.77
1748,True,0.93,0.96
1749,True,0.86,0.94
1750,False,0.31,0.31
1751,True,0.89,0.9
1752,True,0.83,0.78
1753,True,0.9,0.89
1754,True,0.86,0.84
1755,True,0.78,0.87
1756,True,0.85,0.83
1757,True,0.91,0.86
1758,True,0.97,0.93
1759,True,0.87,0.87
1760,True,0.96,0.96
1761,True,0.92,0.94
1762,True,0.97,0.97
1763,True,0.94,0.99
1764,True,0.96,0.98
1765,True,0.92,0.86
1766,True,0.85,0.85
1767,True,0.91,0.91
1768,True,0.9,0.91
1769,False,0.22,0.29
1770,True,0.92,0.93
1771,True,0.65,0.72
1772,True,0.75,0.77
1773,True,0.93,0.85
1774,True,0.98,0.97
1775,True,0.94,0.94
1776,True,0.86,0.87
1777,True,0.85,0.88
1778,True,0.92,0.94
1779,True,0.83,0.96
1780,True,0.95,0.99
1781,True,0.95,0.99
1782,False,0.25,0.31
1783,True,0.91,0.99
1784,True,0.92,0.92
1785,True,0.97,0.95
1786,True,0.96,0.95
1787,True,0.79,0.84
1788,True,0.68,0.81
1789,True,0.97,0.98
1790,True,0.89,0.89
1791,True,0.94,0.96
1792,True,0.9,0.9
1793,False,0.63,0.76
1794,True,0.82,0.78
1795,True,0.86,0.87
1796,True,0.91,0.93
1797,True,0.94,0.99
1798,True,0.99,0.97
1799,True,0.99,0.97
1800,True,0.84,0.87
1801,True,0.95,0.98
1802,True,0.96,0.98
1803,True,0.65,0.73
1804,True,0.75,0.63
1805,True,0.9,0.84
1806,True,0.97,0.95
1807,True,0.97,0.93
1808,True,0.97,0.96
1809,True,0.91,0.97
1810,True,0.91,0.97
1811,True,0.95,0.98
1812,True,0.88,0.96
1813,True,0.93,0.92
1814,True,0.8,0.74
1815,True,0.75,0.77
1816,False,0.73,0.72
1817,True,0.88,0.89
1818,True,0.95,0.93
1819,True,0.82,0.89
1820,True,0.93,0.95
1821,True,0.91,0.83
1822,True,0.99,0.97
1823,True,0.8,0.79
1824,True,0.86,0.84
1825,True,0.86,0.96
1826,True,0.67,0.73
1827,True,0.69,0.7
1828,True,0.98,0.96
1829,True,0.63,0.57
1830,False,0.86,0.78
1831,True,0.89,0.96
1832,True,0.83,0.93
1833,True,0.9,0.91
1834,True,0.77,0.85
1835,True,0.88,0.92
1836,True,0.96,0.97
1837,True,0.97,0.93
1838,True,0.92,0.94
1839,True,0.99,0.98
1840,True,0.92,0.97
1841,True,0.98,0.93
1842,True,0.92,0.95
1843,True,0.96,0.94
1844,True,0.94,0.9
1845,True,0.88,0.91
1846,True,0.86,0.88
1847,True,0.8,0.84
1848,True,0.71,0.77
1849,True,0.76,0.78
1850,True,0.9,0.93
1851,True,0.81,0.88
1852,True,0.88,0.93
1853,True,0.85,0.88
1854,True,0.56,0.58
1855,True,0.9,0.91
1856,True,0.76,0.68
1857,True,0.76,0.8
1858,True,0.92,0.92
1859,True,0.9,0.89
1860,True,0.8,0.86
1861,True,1.0,1.0
1862,True,0.93,0.99
1863,True,0.87,0.9
1864,True,0.94,0.95
1865,False,0.19,0.27
1866,True,0.95,0.9
1867,True,0.95,0.9
1868,True,0.71,0.81
1869,True,0.92,0.92
1870,True,0.98,1.0
1871,True,0.98,1.0
1872,True,0.78,0.87
1873,True,0.97,0.93
1874,True,0.89,0.93
1875,True,0.84,0.85
1876,True,0.76,0.73
1877,True,0.78,0.76
1878,True,0.78,0.8
1879,True,0.7,0.7
1880,True,0.95,0.92
1881,True,0.7,0.65
1882,True,0.89,0.92
1883,True,0.93,0.96
1884,True,0.97,0.95
1885,True,0.82,0.9
1886,True,0.68,0.72
1887,True,0.76,0.74
1888,True,0.87,0.87
1889,True,0.94,0.98
1890,True,0.9,0.86
1891,True,0.86,0.86
1892,True,0.81,0.73
1893,True,0.71,0.74
1894,True,0.96,0.89
1895,True,0.75,0.79
1896,True,0.81,0.69
1897,True,0.95,0.92
1898,True,0.89,0.94
1899,True,0.37,0.45
1900,True,0.75,0.75
1901,True,0.76,0.77
1902,True,0.91,0.95
1903,True,0.98,0.95
1904,True,0.95,0.91
1905,True,0.82,0.84
1906,True,0.96,0.92
1907,True,0.93,0.94
1908,True,0.96,0.91
1909,True,0.9,0.95
1910,True,0.73,0.73
1911,True,0.85,0.87
1912,True,0.86,0.8
1913,True,0.92,0.92
1914,True,0.94,0.9
1915,True,0.89,0.94
1916,True,0.69,0.83
1917,True,0.89,0.95
1918,True,0.93,0.97
1919,True,0.9,0.87
1920,False,0.23,0.28
1921,True,0.71,0.73
1922,True,0.9,0.88
1923,True,0.92,0.92
1924,True,0.89,0.94
1925,True,0.87,0.88
1926,True,0.81,0.81
1927,True,0.95,0.96
1928,True,0.92,0.94
1929,True,0.68,0.75
1930,True,0.93,0.94
1931,True,0.87,0.85
1932,True,0.88,0.89
1933,True,0.96,0.99
1934,True,0.96,0.99
1935,True,0.88,0.9
1936,True,0.76,0.85
1937,True,0.83,0.69
1938,True,0.89,0.87
1939,True,0.91,0.94
1940,True,0.73,0.72
1941,True,0.78,0.8
1942,True,0.92,0.88
1943,True,0.99,0.98
1944,True,0.78,0.78
1945,True,0.8,0.74
1946,True,0.89,0.92
1947,True,0.89,0.82
1948,True,0.75,0.77
1949,True,0.92,0.95
1950,True,0.98,0.96
1951,True,0.85,0.94
1952,True,0.92,0.86
1953,True,0.84,0.81
1954,False,0.65,0.59
1955,True,0.88,0.94
1956,True,0.73,0.76
1957,True,0.87,0.94
1958,False,0.2,0.19
1959,True,0.93,0.87
1960,True,0.93,0.94
1961,True,0.75,0.67
1962,False,0.72,0.7
1963,True,0.93,0.93
1964,True,0.73,0.8
1965,True,0.97,0.93
1966,True,0.87,0.87
1967,True,0.86,0.85
1968,False,0.32,0.33
1969,True,0.96,0.97
1970,True,0.96,0.97
1971,True,0.9,0.94
1972,True,1.0,0.96
1973,True,0.93,0.9
1974,True,0.86,0.91
1975,True,0.87,0.89
1976,True,0.98,0.98
1977,True,0.91,0.98
1978,True,0.94,0.99
1979,True,0.95,0.96
1980,True,0.72,0.82
1981,True,0.97,0.98
1982,True,0.94,0.93
1983,True,0.86,0.84
1984,True,0.69,0.73
1985,True,0.84,0.92
1986,True,0.75,0.79
1987,False,0.33,0.24
1988,True,0.92,0.92
1989,True,0.92,0.89
1990,True,0.82,0.82
1991,True,0.97,0.94
1992,True,0.97,0.94
1993,True,0.91,0.91
1994,True,0.95,0.95
1995,True,0.87,0.88
1996,True,0.88,0.93
1997,True,0.93,0.95
1998,True,0.88,0.89
1999,True,0.96,0.92
2000,True,0.75,0.84
2001,True,0.82,0.87
2002,True,0.98,0.98
2003,True,0.98,0.98
2004,True,0.91,0.8
2005,True,0.9,0.91
2006,True,0.96,0.92
2007,True,0.93,0.95
2008,True,0.89,0.8
2009,True,0.93,0.97
2010,True,0.93,0.97
2011,True,0.93,0.89
2012,True,0.83,0.93
2013,True,0.99,0.99
2014,True,0.97,0.98
2015,True,0.88,0.89
2016,True,0.96,0.95
2017,True,0.76,0.77
2018,True,0.91,0.87
2019,True,0.93,0.94
2020,True,0.61,0.68
2021,True,0.98,0.98
2022,True,0.98,0.98
2023,True,0.76,0.73
2024,True,0.85,0.87
2025,True,0.71,0.77
2026,True,0.76,0.81
2027,True,0.91,0.93
2028,True,0.85,0.92
2029,True,0.98,0.96
2030,True,0.86,0.84
2031,True,0.91,0.92
2032,True,0.64,0.71
2033,True,0.64,0.71
2034,False,0.21,0.21
2035,True,0.94,0.92
2036,True,0.97,0.98
2037,True,0.85,0.87
2038,True,0.58,0.64
2039,True,0.82,0.9
2040,True,0.81,0.89
2041,True,0.95,0.92
2042,False,0.26,0.25
2043,True,0.9,0.94
2044,False,0.22,0.3
2045,True,0.99,0.98
2046,False,0.82,0.78
2047,True,0.86,0.88
2048,True,0.95,0.95
2049,True,0.89,0.87
2050,True,0.99,0.98
2051,True,0.76,0.84
2052,True,0.92,0.91
2053,True,0.89,0.98
2054,False,0.39,0.35
2055,True,0.88,0.81
2056,True,0.87,0.91
2057,True,0.95,0.89
2058,True,0.79,0.83
2059,True,0.84,0.88
2060,True,0.94,0.86
2061,True,0.93,0.96
2062,True,0.94,0.97
2063,True,0.8,0.89
2064,True,0.92,0.89
2065,False,0.8,0.78
2066,True,0.74,0.84
2067,True,0.84,0.88
2068,True,0.97,0.97
2069,True,0.83,0.91
2070,True,0.92,0.96
2071,True,0.92,0.96
2072,True,0.88,0.87
2073,True,0.91,0.93
2074,True,0.97,0.99
2075,True,0.97,1.0
2076,True,0.97,0.96
2077,True,0.97,0.96
2078,True,0.86,0.91
2079,True,0.97,0.92
2080,True,0.85,0.8
2081,True,0.65,0.73
2082,True,0.98,0.97
2083,True,0.89,0.89
2084,True,0.95,0.93
2085,True,0.9,0.95
2086,True,0.81,0.83
2087,True,0.92,0.94
2088,True,0.93,0.96
2089,True,0.97,0.97
2090,True,0.94,0.95
2091,True,0.84,0.9
2092,True,0.84,0.8
2093,True,0.95,0.91
2094,True,0.89,0.92
2095,True,0.9,0.87
2096,True,0.7,0.79
2097,True,0.97,0.9
2098,True,0.95,0.89
2099,True,0.91,0.91
2100,True,0.58,0.56
2101,True,0.83,0.8
2102,True,0.94,0.92
2103,False,0.8,0.69
2104,True,0.93,0.95
2105,True,0.97,0.94
2106,True,0.85,0.85
2107,True,0.68,0.87
2108,True,0.91,0.86
2109,True,0.87,0.88
2110,True,0.97,0.96
2111,True,0.75,0.8
2112,True,0.96,0.91
2113,True,0.69,0.74
2114,True,0.93,0.92
2115,True,0.9,0.81
2116,True,0.92,0.94
2117,True,0.95,0.93
2118,False,0.76,0.74
2119,True,0.99,0.99
2120,True,0.97,0.95
2121,True,0.93,0.97
2122,True,0.94,0.97
2123,True,0.85,0.86
2124,True,0.92,0.95
2125,True,0.83,0.87
2126,True,0.95,0.98
2127,True,0.93,0.91
2128,True,0.98,0.95
2129,False,0.16,0.15
2130,True,0.92,0.96
2131,True,0.76,0.82
2132,True,0.54,0.55
2133,True,0.54,0.55
2134,True,0.93,0.96
2135,True,0.95,0.95
2136,True,0.95,0.96
2137,True,0.63,0.64
2138,True,0.96,0.98
2139,True,0.97,0.97
2140,True,0.97,0.97
2141,True,0.93,0.98
2142,True,0.9,0.93
2143,True,0.78,0.77
2144,True,0.77,0.88
2145,True,0.69,0.78
2146,True,0.91,0.92
2147,True,0.91,0.93
2148,True,0.97,0.93
2149,True,0.78,0.8
2150,True,0.77,0.83
2151,False,0.68,0.71
2152,True,0.78,0.88
2153,True,0.95,0.87
2154,True,0.81,0.83
2155,True,0.75,0.77
2156,True,0.74,0.88
2157,True,0.93,0.95
2158,True,0.9,0.98
2159,True,0.95,0.97
2160,True,0.73,0.81
2161,True,0.78,0.71
2162,True,0.99,0.99
2163,True,0.99,0.99
2164,True,0.76,0.84
2165,True,0.86,0.75
2166,True,0.85,0.83
2167,True,0.59,0.65
2168,True,0.99,0.95
2169,True,0.93,0.92
2170,False,0.74,0.75
2171,True,0.97,0.96
2172,True,0.95,0.95
2173,True,0.91,0.87
2174,True,0.89,0.95
2175,True,0.93,0.95
2176,True,0.88,0.9
2177,True,0.89,0.95
2178,True,0.83,0.92
2179,True,0.99,0.98
2180,True,0.9,0.94
2181,True,0.76,0.79
2182,True,0.86,0.81
2183,True,0.8,0.78
2184,True,0.59,0.72
2185,True,0.87,0.87
2186,True,0.96,0.96
2187,True,0.72,0.77
2188,True,0.92,0.93
2189,True,0.75,0.79
2190,True,0.89,0.87
2191,True,0.93,0.94
2192,True,0.71,0.74
2193,True,0.97,1.0
2194,True,0.93,0.86
2195,True,0.88,0.9
2196,False,0.3,0.27
2197,True,0.79,0.85
2198,True,0.79,0.8
2199,True,0.73,0.79
2200,True,0.92,0.88
2201,True,0.92,0.9
2202,False,0.21,0.26
2203,True,0.99,0.97
2204,True,0.99,0.97
2205,True,0.84,0.8
2206,True,0.77,0.79
2207,True,1.0,0.99
2208,True,0.73,0.78
2209,True,0.85,0.89
2210,True,0.8,0.91
2211,True,0.74,0.85
2212,True,0.87,0.78
2213,True,0.91,0.89
2214,True,0.91,0.89
2215,True,0.8,0.84
2216,True,0.94,1.0
2217,True,0.99,0.97
2218,True,1.0,0.98
2219,True,0.96,0.92
2220,True,0.85,0.85
2221,True,0.95,0.89
2222,True,0.96,0.96
2223,True,0.89,0.83
2224,True,0.82,0.88
